Datetime,TNI,cash
2013-03-22 00:00:00+00:00,0.0,110801964.77378589
2013-03-25 00:00:00+00:00,0.0,110801964.77378589
2013-03-26 00:00:00+00:00,0.0,110801964.77378589
2013-03-27 00:00:00+00:00,0.0,111961672.29308137
2013-03-28 00:00:00+00:00,0.0,111961672.29308137
2013-03-29 00:00:00+00:00,0.0,111961672.29308137
2013-04-01 00:00:00+00:00,0.0,111961672.29308137
2013-04-02 00:00:00+00:00,0.0,111961672.29308137
2013-04-03 00:00:00+00:00,0.0,113380484.97554153
2013-04-04 00:00:00+00:00,0.0,113380484.97554153
2013-04-05 00:00:00+00:00,0.0,113380484.97554153
2013-04-08 00:00:00+00:00,0.0,113380484.97554153
2013-04-09 00:00:00+00:00,0.0,113380484.97554153
2013-04-10 00:00:00+00:00,0.0,113823616.0893643
2013-04-11 00:00:00+00:00,0.0,113823616.0893643
2013-04-12 00:00:00+00:00,0.0,113823616.0893643
2013-04-15 00:00:00+00:00,0.0,113823616.0893643
2013-04-16 00:00:00+00:00,0.0,113823616.0893643
2013-04-17 00:00:00+00:00,0.0,111827465.13168657
2013-04-18 00:00:00+00:00,0.0,111827465.13168657
2013-04-22 00:00:00+00:00,0.0,111827465.13168657
2013-04-23 00:00:00+00:00,0.0,111827465.13168657
2013-04-24 00:00:00+00:00,0.0,111827465.13168657
2013-04-25 00:00:00+00:00,0.0,111253720.03454956
2013-04-26 00:00:00+00:00,0.0,111253720.03454956
2013-05-02 00:00:00+00:00,0.0,111253720.03454956
2013-05-03 00:00:00+00:00,0.0,111253720.03454956
2013-05-06 00:00:00+00:00,0.0,111253720.03454956
2013-05-07 00:00:00+00:00,0.0,111258559.99737279
2013-05-08 00:00:00+00:00,0.0,111258559.99737279
2013-05-09 00:00:00+00:00,0.0,111258559.99737279
2013-05-10 00:00:00+00:00,0.0,111258559.99737279
2013-05-13 00:00:00+00:00,0.0,111258559.99737279
2013-05-14 00:00:00+00:00,0.0,111879853.54265416
2013-05-15 00:00:00+00:00,0.0,111879853.54265416
2013-05-16 00:00:00+00:00,0.0,111879853.54265416
2013-05-17 00:00:00+00:00,0.0,111879853.54265416
2013-05-20 00:00:00+00:00,0.0,111879853.54265416
2013-05-21 00:00:00+00:00,0.0,115836295.28347148
2013-05-22 00:00:00+00:00,0.0,115836295.28347148
2013-05-23 00:00:00+00:00,0.0,115836295.28347148
2013-05-24 00:00:00+00:00,0.0,115836295.28347148
2013-05-27 00:00:00+00:00,0.0,115836295.28347148
2013-05-28 00:00:00+00:00,0.0,114502098.68336314
2013-05-29 00:00:00+00:00,0.0,114502098.68336314
2013-05-30 00:00:00+00:00,0.0,114502098.68336314
2013-05-31 00:00:00+00:00,0.0,114502098.68336314
2013-06-03 00:00:00+00:00,0.0,114502098.68336314
2013-06-04 00:00:00+00:00,0.0,117313520.88187483
2013-06-05 00:00:00+00:00,0.0,117313520.88187483
2013-06-06 00:00:00+00:00,0.0,117313520.88187483
2013-06-07 00:00:00+00:00,0.0,117313520.88187483
2013-06-10 00:00:00+00:00,0.0,117313520.88187483
2013-06-11 00:00:00+00:00,0.0,120426063.60718289
2013-06-12 00:00:00+00:00,0.0,120426063.60718289
2013-06-13 00:00:00+00:00,0.0,120426063.60718289
2013-06-14 00:00:00+00:00,0.0,120426063.60718289
2013-06-17 00:00:00+00:00,0.0,120426063.60718289
2013-06-18 00:00:00+00:00,0.0,115257945.34893356
2013-06-19 00:00:00+00:00,0.0,115257945.34893356
2013-06-20 00:00:00+00:00,0.0,115257945.34893356
2013-06-21 00:00:00+00:00,0.0,115257945.34893356
2013-06-24 00:00:00+00:00,0.0,115257945.34893356
2013-06-25 00:00:00+00:00,0.0,114526503.06441231
2013-06-26 00:00:00+00:00,0.0,114526503.06441231
2013-06-27 00:00:00+00:00,0.0,114526503.06441231
2013-06-28 00:00:00+00:00,0.0,114526503.06441231
2013-07-01 00:00:00+00:00,0.0,114526503.06441231
2013-07-02 00:00:00+00:00,0.0,113162800.33593068
2013-07-03 00:00:00+00:00,0.0,113162800.33593068
2013-07-04 00:00:00+00:00,0.0,113162800.33593068
2013-07-05 00:00:00+00:00,0.0,113162800.33593068
2013-07-08 00:00:00+00:00,0.0,113162800.33593068
2013-07-09 00:00:00+00:00,0.0,115247624.89534266
2013-07-10 00:00:00+00:00,0.0,115247624.89534266
2013-07-11 00:00:00+00:00,0.0,115247624.89534266
2013-07-12 00:00:00+00:00,0.0,115247624.89534266
2013-07-15 00:00:00+00:00,0.0,115247624.89534266
2013-07-16 00:00:00+00:00,0.0,114771545.5449741
2013-07-17 00:00:00+00:00,0.0,114771545.5449741
2013-07-18 00:00:00+00:00,0.0,114771545.5449741
2013-07-19 00:00:00+00:00,0.0,114771545.5449741
2013-07-22 00:00:00+00:00,0.0,114771545.5449741
2013-07-23 00:00:00+00:00,0.0,115038394.56816128
2013-07-24 00:00:00+00:00,0.0,115038394.56816128
2013-07-25 00:00:00+00:00,0.0,115038394.56816128
2013-07-26 00:00:00+00:00,0.0,115038394.56816128
2013-07-29 00:00:00+00:00,0.0,115038394.56816128
2013-07-30 00:00:00+00:00,0.0,111418772.56409952
2013-07-31 00:00:00+00:00,0.0,111418772.56409952
2013-08-01 00:00:00+00:00,0.0,111418772.56409952
2013-08-02 00:00:00+00:00,0.0,111418772.56409952
